"","Produkt","Kategoria","Segment","Sprzedaz2013","Sprzedaz2014","Marza2013","Marza2014","Sztuki2013","Sztuki2014"
"421","Produkt 11","Skin care","Hand and body care","372","625",166,227,184,253
"422","Produkt 16","Skin care","Facial care","625","877",281,344,258,333
"423","Produkt 21","Skin care","Sun care","478","201",214,53,177,84
"424","Produkt 26","Skin care","Hand and body care","131","229",58,77,55,77
"425","Produkt 1","Skin care","Facial care","202","824",90,315,79,408
"426","Produkt 6","Skin care","Sun care","660","136",296,35,326,45
"427","Produkt 11","Skin care","Hand and body care","404","863",180,331,162,307
"428","Produkt 16","Skin care","Facial care","473","407",212,162,190,188
"429","Produkt 21","Skin care","Sun care","90","879",40,353,44,414
"430","Produkt 26","Skin care","Hand and body care","981","241",441,65,334,82
"431","Produkt 1","Skin care","Facial care","225","901",101,356,103,317
"432","Produkt 6","Skin care","Sun care","538","1,087",241,422,219,397
"433","Produkt 11","Skin care","Hand and body care","514","161",230,38,209,56
"434","Produkt 16","Skin care","Facial care","213","154",94,43,97,74
"435","Produkt 21","Skin care","Sun care","649","407",292,128,306,191
"436","Produkt 26","Skin care","Hand and body care","662","987",297,373,308,461
"437","Produkt 1","Skin care","Facial care","209","363",93,141,97,148
"438","Produkt 6","Skin care","Sun care","999","610",449,216,471,225
"439","Produkt 11","Skin care","Hand and body care","231","979",102,389,88,440
"440","Produkt 16","Skin care","Facial care","347","387",156,149,140,138
"441","Produkt 21","Skin care","Sun care","670","52",301,-14,241,18
"442","Produkt 26","Skin care","Hand and body care","465","450",209,159,176,198
"443","Produkt 1","Skin care","Facial care","262","119",117,-23,91,53
"444","Produkt 6","Skin care","Sun care","930","643",417,235,332,266
"445","Produkt 11","Skin care","Hand and body care","608","95",272,-19,259,36
"446","Produkt 16","Skin care","Facial care","17","623",8,215,7,255
"447","Produkt 21","Skin care","Sun care","694","349",311,86,272,143
"448","Produkt 26","Skin care","Hand and body care","209","796",94,342,90,289
"449","Produkt 1","Skin care","Facial care","963","703",432,271,393,320
"450","Produkt 6","Skin care","Sun care","629","644",283,241,212,273
"451","Produkt 11","Skin care","Hand and body care","158","959",70,356,58,321
"452","Produkt 16","Skin care","Facial care","125","101",55,22,48,38
"453","Produkt 21","Skin care","Sun care","118","354",52,99,55,139
"454","Produkt 26","Skin care","Hand and body care","271","136",121,23,122,53
"455","Produkt 1","Skin care","Facial care","530","355",237,131,203,158
"456","Produkt 6","Skin care","Sun care","536","341",240,93,179,117
"457","Produkt 11","Skin care","Hand and body care","186","141",83,14,67,52
"458","Produkt 16","Skin care","Facial care","164","822",73,328,58,390
"459","Produkt 6","Skin care","Sun care","988","401",443,111,340,158
"460","Produkt 11","Skin care","Hand and body care","146","1,006",65,413,55,338
"461","Produkt 16","Skin care","Facial care","883","1,038",397,427,400,500
"462","Produkt 21","Skin care","Sun care","998","893",448,353,435,408
"463","Produkt 26","Skin care","Hand and body care","433","289",194,75,146,117
"464","Produkt 1","Skin care","Facial care","182","391",80,148,76,184
"465","Produkt 6","Skin care","Sun care","933","828",420,317,402,321
"466","Produkt 11","Skin care","Hand and body care","433","511",194,213,161,185
"467","Produkt 16","Skin care","Facial care","479","441",215,146,234,170
"468","Produkt 21","Skin care","Sun care","806","1,098",361,432,357,425
"469","Produkt 26","Skin care","Hand and body care","716","634",322,269,272,259
"470","Produkt 1","Skin care","Facial care","40","415",16,169,19,146
"471","Produkt 6","Skin care","Sun care","519","524",232,189,205,255
"472","Produkt 11","Skin care","Hand and body care","533","167",238,49,204,57
"473","Produkt 16","Skin care","Facial care","926","872",415,361,416,331
"474","Produkt 21","Skin care","Sun care","410","762",184,294,173,270
"475","Produkt 26","Skin care","Hand and body care","604","830",271,354,228,293
"476","Produkt 1","Skin care","Facial care","444","174",199,53,152,75
"477","Produkt 6","Skin care","Sun care","425","1,035",190,411,162,403
"478","Produkt 11","Skin care","Hand and body care","895","391",402,135,441,142
"479","Produkt 16","Skin care","Facial care","958","710",430,259,411,259
"480","Produkt 21","Skin care","Sun care","468","93",209,27,178,33
"481","Produkt 26","Skin care","Hand and body care","692","927",311,362,231,338
"482","Produkt 1","Skin care","Facial care","836","302",374,84,339,112
"483","Produkt 6","Skin care","Sun care","713","155",320,47,281,64
"484","Produkt 11","Skin care","Hand and body care","757","476",339,181,360,216
"485","Produkt 16","Skin care","Facial care","718","847",322,313,252,377
"486","Produkt 21","Skin care","Sun care","330","399",147,114,159,164
"487","Produkt 26","Skin care","Hand and body care","795","25",357,-48,318,11
"488","Produkt 1","Skin care","Facial care","791","411",355,159,390,171
"489","Produkt 6","Skin care","Sun care","450","179",201,62,207,89
"490","Produkt 11","Skin care","Hand and body care","766","228",344,44,327,95
"491","Produkt 16","Skin care","Facial care","351","233",157,53,121,97
"492","Produkt 21","Skin care","Sun care","292","528",131,205,103,213
"493","Produkt 26","Skin care","Hand and body care","140","240",62,75,67,91
"494","Produkt 1","Skin care","Facial care","632","1,037",283,416,316,426
"495","Produkt 6","Skin care","Sun care","378","490",168,171,130,197
"496","Produkt 11","Skin care","Hand and body care","305","675",136,256,129,242
"497","Produkt 16","Skin care","Facial care","698","184",313,68,248,72
"498","Produkt 21","Skin care","Sun care","57","79",24,-5,23,26
"499","Produkt 26","Skin care","Hand and body care","348","1,076",156,467,123,517
"500","Produkt 1","Skin care","Facial care","906","477",406,149,400,175
"501","Produkt 6","Skin care","Sun care","652","814",292,336,298,344
"502","Produkt 11","Skin care","Hand and body care","575","809",258,310,203,347
"503","Produkt 16","Skin care","Facial care","947","163",425,11,400,55
"504","Produkt 21","Skin care","Sun care","420","335",187,97,149,163
"505","Produkt 26","Skin care","Hand and body care","717","224",321,73,290,97
"506","Produkt 1","Skin care","Facial care","837","861",375,367,350,333
"507","Produkt 6","Skin care","Sun care","737","749",331,294,273,296
"508","Produkt 11","Skin care","Hand and body care","985","1,052",443,441,351,517
"509","Produkt 16","Skin care","Facial care","128","681",57,255,46,232
"510","Produkt 21","Skin care","Sun care","676","789",303,336,293,336
"511","Produkt 26","Skin care","Hand and body care","447","60",201,11,160,24
"512","Produkt 1","Skin care","Facial care","696","690",313,263,252,249
"513","Produkt 6","Skin care","Sun care","554","922",249,346,230,431
"514","Produkt 11","Skin care","Hand and body care","170","440",76,150,76,170
"515","Produkt 16","Skin care","Facial care","260","1,099",115,455,111,379
"516","Produkt 21","Skin care","Sun care","182","283",81,94,73,125
"517","Produkt 26","Skin care","Hand and body care","472","59",211,13,187,25
"518","Produkt 1","Skin care","Facial care","57","505",25,186,21,221
"519","Produkt 6","Skin care","Sun care","163","1,076",72,425,77,491
"520","Produkt 11","Skin care","Hand and body care","725","67",326,-12,314,25
"521","Produkt 16","Skin care","Facial care","124","411",55,161,45,145
"522","Produkt 26","Skin care","Hand and body care","229","205",103,75,108,89
"523","Produkt 1","Skin care","Facial care","125","794",56,299,55,288
"524","Produkt 6","Skin care","Sun care","182","437",81,166,78,153
"525","Produkt 11","Skin care","Hand and body care","116","763",50,303,40,305
"526","Produkt 16","Skin care","Facial care","192","227",85,59,67,82
"527","Produkt 21","Skin care","Sun care","413","132",186,4,204,59
"528","Produkt 26","Skin care","Hand and body care","513","860",229,350,200,429
"529","Produkt 1","Skin care","Facial care","403","112",181,-7,135,39
"530","Produkt 6","Skin care","Sun care","744","985",334,404,267,335
"531","Produkt 11","Skin care","Hand and body care","376","821",168,334,125,306
"532","Produkt 16","Skin care","Facial care","697","779",313,321,275,371
"533","Produkt 21","Skin care","Sun care","92","316",40,93,33,112
"534","Produkt 26","Skin care","Hand and body care","684","926",307,396,307,314
"535","Produkt 1","Skin care","Facial care","876","446",393,151,436,158
"536","Produkt 6","Skin care","Sun care","676","717",303,301,288,351
"537","Produkt 11","Skin care","Hand and body care","398","544",178,210,188,184
"538","Produkt 16","Skin care","Facial care","960","556",431,203,403,247
"539","Produkt 21","Skin care","Sun care","281","566",125,203,135,272
"540","Produkt 26","Skin care","Hand and body care","871","1,076",391,444,306,420
"541","Produkt 1","Skin care","Facial care","239","112",107,6,113,50
"542","Produkt 6","Skin care","Sun care","942","845",423,311,438,313
"543","Produkt 11","Skin care","Hand and body care","970","30",435,-8,438,14
"544","Produkt 16","Skin care","Facial care","584","174",261,8,264,83
"545","Produkt 21","Skin care","Sun care","678","176",305,37,238,74
"546","Produkt 26","Skin care","Hand and body care","425","305",190,80,208,117
"547","Produkt 1","Skin care","Facial care","978","11",440,-55,346,4
"548","Produkt 6","Skin care","Sun care","758","152",341,23,348,75
"549","Produkt 11","Skin care","Hand and body care","745","541",335,224,302,263
"550","Produkt 16","Skin care","Facial care","298","502",133,197,123,205
"551","Produkt 21","Skin care","Sun care","315","69",142,-13,116,23
"552","Produkt 26","Skin care","Hand and body care","542","224",244,55,218,105
"553","Produkt 1","Skin care","Facial care","119","791",53,323,52,303
"554","Produkt 6","Skin care","Sun care","367","335",165,100,155,139
"555","Produkt 11","Skin care","Hand and body care","406","1,077",182,438,143,401
"556","Produkt 16","Skin care","Facial care","380","729",169,266,129,272
"557","Produkt 21","Skin care","Sun care","797","895",358,389,342,390
"558","Produkt 26","Skin care","Hand and body care","84","54",37,-13,41,23
"559","Produkt 1","Skin care","Facial care","322","71",143,-16,111,30
"560","Produkt 6","Skin care","Sun care","217","18",97,-55,82,7
"561","Produkt 11","Skin care","Hand and body care","873","413",392,126,307,194
"562","Produkt 16","Skin care","Facial care","729","427",328,141,282,165
"563","Produkt 21","Skin care","Sun care","426","919",191,359,168,398
"564","Produkt 26","Skin care","Hand and body care","158","497",70,168,54,242
"565","Produkt 1","Skin care","Facial care","424","320",190,130,206,118
"566","Produkt 6","Skin care","Sun care","54","964",24,400,19,339
"567","Produkt 11","Skin care","Hand and body care","683","217",305,31,290,102
"568","Produkt 16","Skin care","Facial care","236","23",105,-37,114,11
"569","Produkt 21","Skin care","Sun care","187","1,089",84,451,92,415
"570","Produkt 26","Skin care","Hand and body care","310","1,002",138,370,139,476
"571","Produkt 1","Skin care","Facial care","89","288",40,111,38,103
"572","Produkt 6","Skin care","Sun care","511","894",228,358,214,327
"573","Produkt 11","Skin care","Hand and body care","972","360",437,96,422,140
"574","Produkt 16","Skin care","Facial care","411","807",185,291,154,346
"575","Produkt 21","Skin care","Sun care","230","775",103,273,101,260
"576","Produkt 26","Skin care","Hand and body care","883","924",397,366,382,342
"577","Produkt 1","Skin care","Facial care","558","259",251,96,221,99
"578","Produkt 6","Skin care","Sun care","975","893",439,379,441,343
"579","Produkt 11","Skin care","Hand and body care","567","903",253,384,270,359
"580","Produkt 16","Skin care","Facial care","865","918",389,385,295,339
"581","Produkt 21","Skin care","Sun care","323","435",145,133,147,175
"582","Produkt 26","Skin care","Hand and body care","897","865",403,327,323,305
"583","Produkt 1","Skin care","Facial care","582","787",260,301,215,295
"584","Produkt 6","Skin care","Sun care","391","11",174,-20,160,4
"585","Produkt 11","Skin care","Hand and body care","550","343",246,130,200,115
"586","Produkt 16","Skin care","Facial care","407","1,018",182,378,141,412
"587","Produkt 21","Skin care","Sun care","110","477",49,167,39,185
"588","Produkt 26","Skin care","Hand and body care","750","447",336,132,271,163
"589","Produkt 1","Skin care","Facial care","544","169",245,42,225,64
"590","Produkt 6","Skin care","Sun care","473","914",211,394,193,319
"591","Produkt 11","Skin care","Hand and body care","142","956",63,388,50,321
"592","Produkt 16","Skin care","Facial care","939","919",422,353,467,417
"593","Produkt 21","Skin care","Sun care","138","1,039",61,406,62,514
"594","Produkt 26","Skin care","Hand and body care","572","714",257,291,285,295
"595","Produkt 1","Skin care","Facial care","880","597",395,217,429,268
"596","Produkt 6","Skin care","Sun care","307","338",137,104,110,144
"597","Produkt 11","Skin care","Hand and body care","629","691",281,288,220,275
"598","Produkt 16","Skin care","Facial care","588","409",263,148,273,201
"599","Produkt 21","Skin care","Sun care","785","345",352,84,281,137
"600","Produkt 26","Skin care","Hand and body care","569","957",255,384,194,439
"601","Produkt 1","Skin care","Facial care","924","848",416,349,323,317
"602","Produkt 6","Skin care","Sun care","218","880",96,338,75,316
"603","Produkt 11","Skin care","Hand and body care","495","655",221,226,182,247
"604","Produkt 16","Skin care","Facial care","676","486",304,195,303,179
"605","Produkt 21","Skin care","Sun care","533","203",238,68,198,78
"606","Produkt 26","Skin care","Hand and body care","871","1,070",391,428,433,434
"607","Produkt 1","Skin care","Facial care","974","818",438,310,355,392
"608","Produkt 6","Skin care","Sun care","699","199",313,43,287,99
